id,listing_id,negative_sentiment,neutral_sentiment,positive_sentiment,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
0,3353,0.026352941,0.704205882,0.269382353,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",40,0,0,0,249,34,9,8,9,9,9,9,0.38
1,5506,0.011583333,0.716055556,0.272388889,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer}",145,14,39,69,344,36,9,10,10,10,9,10,0.4
2,6695,0.017319149,0.73287234,0.249787234,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",195,3,19,49,324,47,9,10,10,10,8,9,0.54
3,6976,0.010853659,0.724487805,0.264658537,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",65,19,46,61,319,41,10,9,10,10,9,10,0.47
4,8792,0.015722222,0.690055556,0.294277778,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating}",154,0,0,0,248,18,10,9,10,9,10,10,0.21
5,9273,0.017076923,0.765769231,0.217153846,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",225,29,59,89,364,13,10,10,10,10,9,9,0.18
6,9765,0.036222222,0.731666667,0.232,Apartment,Entire home/apt,2,1,,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer}",229,27,57,87,362,9,10,10,10,9,10,8,0.15
7,9824,0.033818182,0.699181818,0.267045455,Apartment,Entire home/apt,2,1,,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",209,10,29,48,323,22,8,9,10,9,10,8,0.35
8,9855,0.005333333,0.710333333,0.284666667,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",259,29,59,89,364,3,,,,,,,0.04
9,9857,0.008761905,0.647380952,0.343857143,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",342,15,42,72,347,21,9,10,10,10,10,9,0.35
10,9858,0,1,0,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials}",449,29,59,89,364,1,,,,,,,0.07
11,9860,0.041909091,0.647863636,0.310181818,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",251,18,48,78,353,22,8,9,10,9,10,9,0.28
12,9870,0.012333333,0.607666667,0.380166667,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer}",279,27,57,87,362,6,9,7,10,9,10,8,0.12
13,10730,0.016809524,0.695285714,0.287857143,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Elevator in Building"",Heating}",150,0,0,0,94,21,10,9,10,10,10,9,0.25
14,10758,0.023,0.7535,0.2235,,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",115,3,13,43,43,2,6,5,8,8,8,7,0.09
15,10807,0,1,0,House,Private room,2,1,1,1,Real Bed,{},80,3,3,3,243,1,10,4,4,6,8,8,0.04
16,10809,0.037285714,0.728571429,0.234214286,Apartment,Private room,4,0,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Heating}",100,3,13,43,43,14,7,7,9,9,8,7,0.48
17,10811,0.031,0.704,0.265,Condominium,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",165,30,60,90,365,3,9,10,9,8,10,9,0.37
18,12356,0.025888889,0.709555556,0.264666667,Condominium,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",200,0,0,0,273,9,10,10,10,10,10,10,0.42
19,12441,0.040034483,0.674413793,0.285482759,Apartment,Entire home/apt,6,3,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",399,7,18,35,305,29,8,9,9,9,10,8,0.38
20,13059,0.039692308,0.782769231,0.177538462,Boat,Entire home/apt,10,2,3,6,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly""}",375,28,54,58,333,13,9,10,10,9,10,10,0.2
21,13589,0.022596154,0.6765,0.300942308,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",389,5,24,36,308,52,8,9,10,9,10,9,0.67
22,13592,0.0414,0.706,0.2526,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",359,19,49,79,354,15,7,9,10,9,10,7,0.21
23,18711,0.022411765,0.713588235,0.264058824,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials}",126,11,41,62,337,17,9,9,9,9,9,9,0.22
24,20000,0.017712177,0.713586716,0.268701107,House,Private room,2,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly""}",75,13,36,66,341,271,9,9,9,9,9,9,3.44
25,21337,0.093181818,0.686909091,0.219909091,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",329,29,59,89,364,11,9,9,10,10,10,8,0.15
26,21891,0.017952381,0.608238095,0.373857143,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",349,29,59,89,364,21,9,9,9,9,10,9,0.32
27,22208,0,0.73025,0.26975,Apartment,Entire home/apt,2,1,,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",225,24,54,82,357,4,10,9,10,10,9,9,0.05
28,22212,0.021565217,0.703173913,0.275173913,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly""}",285,27,54,79,348,23,9,9,10,9,10,8,0.34
29,22354,0.016986047,0.706153488,0.276860465,Bed & Breakfast,Private room,1,,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector""}",135,6,34,61,336,215,9,8,9,9,10,9,3.46
30,23619,0.014669291,0.717125984,0.268181102,Apartment,Entire home/apt,2,1,,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",175,2,8,8,252,127,9,9,10,10,10,9,1.67
31,24240,0.008027027,0.714675676,0.27727027,Boat,Entire home/apt,6,2,2,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Family/Kid Friendly"",Essentials}",250,6,12,12,251,37,10,9,10,10,10,9,0.52
32,25142,0.014333333,0.721,0.264666667,Apartment,Entire home/apt,4,,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",349,29,59,89,364,9,9,10,9,9,9,9,0.12
33,25418,0,0.66675,0.33325,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",249,29,59,89,364,4,8,9,8,8,8,8,0.06
34,27141,0.01275,0.7275,0.25975,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",279,24,54,84,359,4,8,8,8,10,9,8,0.06
35,27611,0.01,0.6905,0.299375,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",185,18,43,73,73,8,9,10,10,10,10,9,0.29
36,28150,0.037190476,0.746857143,0.215857143,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",251,21,51,81,356,21,8,8,9,9,10,8,0.36
37,29155,0.025870968,0.721129032,0.253032258,Apartment,Entire home/apt,6,1.5,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",451,5,25,44,311,31,8,9,10,10,10,9,0.6
38,29765,0.009544444,0.715711111,0.274688889,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",295,2,12,36,269,90,10,10,10,10,10,10,1.17
39,31796,0.017099656,0.713725086,0.265752577,House,Private room,4,2.5,1,2,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",65,2,18,43,318,291,9,9,9,9,8,9,3.83
40,36885,0.014432,0.710552,0.275032,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",155,0,2,22,53,125,10,10,10,10,10,9,1.67
41,38579,0.00925,0.5075,0.48325,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",299,29,59,89,364,4,8,9,10,9,9,9,0.08
42,39116,0.006434783,0.671586957,0.322,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",99,0,0,0,251,46,10,10,10,10,10,10,0.62
43,40601,0.019090909,0.688890909,0.292018182,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95,0,0,0,259,55,10,10,10,10,10,10,0.75
44,44205,0.013026316,0.690263158,0.29675,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Breakfast,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",235,6,19,37,264,76,10,10,10,10,10,10,1.04
45,45987,0.014091837,0.676897959,0.308989796,Apartment,Entire home/apt,3,0,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",125,30,60,90,365,98,9,9,9,9,10,9,1.33
46,47521,0.015655602,0.695261411,0.289070539,House,Private room,3,2.5,1,3,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door""}",55,5,8,38,313,241,9,9,9,9,8,9,3.3
47,48612,0.01216,0.6912,0.29664,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",375,7,15,45,45,25,10,9,10,10,10,9,0.35
48,50032,0.029066667,0.768133333,0.2028,Apartment,Entire home/apt,12,2,4,5,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Washer / Dryer"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",725,17,31,54,329,15,9,9,9,9,10,9,0.26
49,52423,0.032,0.725,0.243,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",349,29,59,89,364,4,8,9,10,8,9,9,0.07
50,54215,0.0018,0.702,0.296,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",349,29,59,89,364,5,9,7,8,8,9,9,0.08
51,54487,0,0.485,0.515,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",309,29,59,89,364,1,,,,,,,0.01
52,54944,0.004714286,0.852142857,0.143,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",185,7,24,51,326,7,9,9,9,10,10,9,0.19
53,56927,0.036,0.6762,0.2878,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,Washer,Dryer}",289,29,59,89,364,5,10,10,8,10,10,9,0.07
54,56937,0.0187,0.7584,0.2229,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",299,29,59,89,364,10,9,9,9,8,10,8,0.17
55,57156,0.017,0.815764706,0.167294118,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials}",95,0,0,0,248,17,9,8,9,9,9,9,0.26
56,57800,0.019668394,0.708606218,0.271761658,House,Private room,1,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly""}",70,22,48,78,353,193,9,9,10,9,9,9,3.75
57,59776,0,0.8225,0.1775,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector""}",270,30,60,90,365,2,,,,,,,0.06
58,60029,0.011160714,0.684482143,0.304348214,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Laptop Friendly Workspace""}",75,0,0,0,250,112,9,9,10,10,8,9,1.62
59,60356,0.0242,0.6826,0.2932,Condominium,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector""}",175,0,0,0,82,5,9,9,10,10,10,9,0.15
60,66288,0.030373762,0.744787129,0.224836634,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",75,2,3,11,281,404,8,7,9,9,9,8,5.87
61,67774,0.018818182,0.610181818,0.371,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector""}",110,0,0,0,248,11,10,9,10,10,10,9,0.24
62,67946,0.02,0.758,0.222,Apartment,Private room,3,,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",249,29,59,89,364,1,10,10,10,6,8,8,0.02
63,68902,0.0245,0.733166667,0.2425,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",359,29,59,89,364,6,10,9,9,9,10,8,0.12
64,69369,0.011626506,0.698156627,0.290168675,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",85,6,36,58,333,83,9,9,10,10,8,9,1.29
65,70481,0,0.688833333,0.311166667,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",175,0,0,0,259,6,10,9,10,9,10,9,0.09
66,72811,0.014186992,0.681065041,0.304739837,Apartment,Private room,2,0,1,2,Real Bed,"{""Cable TV"",""Wireless Internet"",Heating,Essentials}",62,23,50,80,355,123,9,8,9,9,9,9,1.84
67,76073,0.008425926,0.759037037,0.232555556,House,Entire home/apt,11,1.5,5,6,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",400,0,0,21,290,54,9,9,10,10,9,9,0.82
68,77681,0.018666667,0.729238095,0.252095238,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer}",160,30,58,88,363,21,9,8,8,9,9,8,0.35
69,77691,0.018448454,0.693087629,0.288448454,House,Private room,3,1.5,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",65,29,56,86,361,194,9,9,9,9,8,9,2.89
70,82637,0.0075,0.754125,0.2384375,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly""}",175,28,58,88,363,16,8,8,9,9,9,8,0.27
71,91588,0.02575,0.755,0.21925,Condominium,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",80,23,53,83,358,8,9,10,10,9,9,9,0.12
72,93505,0.009963855,0.732349398,0.257716867,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector""}",199,11,23,23,269,166,9,9,10,10,10,9,2.57
73,95453,0.003416667,0.652,0.344666667,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",175,11,20,50,325,12,10,10,10,10,9,10,0.18
74,115936,0.032857143,0.811428571,0.155857143,Apartment,Entire home/apt,12,1,4,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly""}",525,2,22,52,327,7,7,8,8,8,9,7,0.13
75,118905,0.024764706,0.714411765,0.260882353,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",320,15,45,75,350,17,9,10,10,10,9,9,0.27
76,130552,0.028,0.831,0.1415,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",269,29,59,89,364,2,10,10,10,10,9,8,0.05
